
> gmstore@0.1.0 dev
> next dev

▲ Next.js 16.2.7 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://192.168.219.1:3000
- Environments: .env.local, .env
 GET /api/products?discount=true&limit=10 200 in 119ms (next.js: 11ms, application-code: 108ms)
 GET /api/categories 200 in 86ms (next.js: 20ms, application-code: 66ms)
 GET /api/products?category=cmqa7nsbw0004vhlk9nf9csih&limit=50 200 in 128ms (next.js: 38ms, application-code: 91ms)
 GET /api/banners 200 in 80ms (next.js: 27ms, application-code: 53ms)
 GET /api/categories 200 in 90ms (next.js: 39ms, application-code: 51ms)
 GET /api/products?featured=true&limit=10 200 in 123ms (next.js: 23ms, application-code: 100ms)
 GET /api/banners 200 in 62ms (next.js: 21ms, application-code: 41ms)
 GET /api/products/jewel-99-1781403890453 200 in 106ms (next.js: 7ms, application-code: 98ms)
 GET /api/products/best-sellers 200 in 111ms (next.js: 32ms, application-code: 79ms)
 GET /api/products?discount=true&limit=10 200 in 121ms (next.js: 20ms, application-code: 101ms)
 GET /api/categories 200 in 53ms (next.js: 10ms, application-code: 43ms)
 GET /api/products?featured=true&limit=10 200 in 96ms (next.js: 20ms, application-code: 76ms)
 GET /api/products/best-sellers 200 in 101ms (next.js: 36ms, application-code: 65ms)
 GET /api/favorites 401 in 61ms (next.js: 20ms, application-code: 41ms)
 GET /api/products?discount=true&limit=10 200 in 119ms (next.js: 28ms, application-code: 91ms)
 GET /api/banners 200 in 20ms (next.js: 8ms, application-code: 12ms)
 GET /api/categories 200 in 48ms (next.js: 10ms, application-code: 38ms)
 GET /api/products?discount=true&limit=10 200 in 82ms (next.js: 12ms, application-code: 70ms)
 GET /api/products/best-sellers 200 in 93ms (next.js: 23ms, application-code: 69ms)
 GET /api/products?featured=true&limit=10 200 in 113ms (next.js: 20ms, application-code: 93ms)
 GET /api/categories 200 in 67ms (next.js: 31ms, application-code: 35ms)
 GET /api/products?limit=50 200 in 55ms (next.js: 9ms, application-code: 46ms)
 GET /api/categories 200 in 19ms (next.js: 5ms, application-code: 14ms)
 GET /api/favorites 401 in 15ms (next.js: 5ms, application-code: 10ms)
 GET /api/banners 200 in 23ms (next.js: 5ms, application-code: 19ms)
 GET /api/categories 200 in 50ms (next.js: 17ms, application-code: 33ms)
 GET /api/products?discount=true&limit=10 200 in 104ms (next.js: 8ms, application-code: 95ms)
 GET /api/categories 200 in 52ms (next.js: 25ms, application-code: 27ms)
 GET /api/products/best-sellers 200 in 118ms (next.js: 25ms, application-code: 93ms)
 GET /api/products?featured=true&limit=10 200 in 129ms (next.js: 34ms, application-code: 95ms)
 GET /api/categories 200 in 123ms (next.js: 28ms, application-code: 95ms)
 GET /api/banners 200 in 122ms (next.js: 38ms, application-code: 84ms)
 GET /api/products?category=cmqa7nsbw0004vhlk9nf9csih&limit=50 200 in 176ms (next.js: 12ms, application-code: 163ms)
 GET /api/products?limit=50 200 in 179ms (next.js: 46ms, application-code: 133ms)
 GET /api/categories 200 in 46ms (next.js: 20ms, application-code: 26ms)
 GET /api/products/jewel-99-1781403890453 200 in 112ms (next.js: 24ms, application-code: 88ms)
 GET /api/products?featured=true&limit=10 200 in 87ms (next.js: 12ms, application-code: 75ms)
 GET /api/products?discount=true&limit=10 200 in 109ms (next.js: 19ms, application-code: 90ms)
 GET /api/products/best-sellers 200 in 82ms (next.js: 20ms, application-code: 62ms)
 GET /api/categories 200 in 49ms (next.js: 15ms, application-code: 34ms)
 GET /api/banners 200 in 50ms (next.js: 12ms, application-code: 39ms)
 GET /api/categories 200 in 53ms (next.js: 17ms, application-code: 37ms)
 GET /api/products?category=cmqa7nsbw0004vhlk9nf9csih&limit=50 200 in 138ms (next.js: 21ms, application-code: 117ms)
 GET /api/products?featured=true&limit=10 200 in 104ms (next.js: 27ms, application-code: 77ms)
 GET /api/products/jewel-99-1781403890453 200 in 94ms (next.js: 27ms, application-code: 67ms)
 GET /api/products/best-sellers 200 in 74ms (next.js: 19ms, application-code: 55ms)
 GET /api/banners 200 in 52ms (next.js: 22ms, application-code: 30ms)
 GET /api/products?discount=true&limit=10 200 in 90ms (next.js: 12ms, application-code: 77ms)
 GET /api/categories 200 in 31ms (next.js: 12ms, application-code: 19ms)
 GET /api/favorites 401 in 34ms (next.js: 23ms, application-code: 11ms)
 GET /api/products?featured=true&limit=10 200 in 79ms (next.js: 5ms, application-code: 75ms)
 GET /api/products?discount=true&limit=10 200 in 98ms (next.js: 7ms, application-code: 92ms)
 GET /api/products/best-sellers 200 in 91ms (next.js: 17ms, application-code: 74ms)
 GET /api/banners 200 in 37ms (next.js: 7ms, application-code: 30ms)
 GET /api/categories 200 in 30ms (next.js: 10ms, application-code: 21ms)
 GET /api/products?featured=true&limit=10 200 in 98ms (next.js: 16ms, application-code: 82ms)
 GET /api/products/best-sellers 200 in 75ms (next.js: 12ms, application-code: 62ms)
 GET /api/categories 200 in 60ms (next.js: 19ms, application-code: 41ms)
 GET /api/products?discount=true&limit=10 200 in 106ms (next.js: 6ms, application-code: 100ms)
 GET /api/categories 200 in 52ms (next.js: 13ms, application-code: 39ms)
 GET /api/favorites 401 in 52ms (next.js: 23ms, application-code: 29ms)
 GET /api/products?limit=50 200 in 130ms (next.js: 31ms, application-code: 99ms)
 GET /api/banners 200 in 54ms (next.js: 16ms, application-code: 38ms)
 GET /api/categories 200 in 65ms (next.js: 38ms, application-code: 27ms)
 GET /api/products/best-sellers 200 in 100ms (next.js: 22ms, application-code: 78ms)
 GET /api/products?featured=true&limit=10 200 in 104ms (next.js: 9ms, application-code: 95ms)
 GET /api/products?discount=true&limit=10 200 in 102ms (next.js: 31ms, application-code: 71ms)
 GET /api/categories 200 in 49ms (next.js: 5ms, application-code: 44ms)
 GET /api/banners 200 in 51ms (next.js: 26ms, application-code: 26ms)
 GET /api/products?featured=true&limit=10 200 in 87ms (next.js: 16ms, application-code: 71ms)
 GET /api/products/best-sellers 200 in 109ms (next.js: 37ms, application-code: 72ms)
 GET /api/categories 200 in 38ms (next.js: 5ms, application-code: 33ms)
 GET /api/products?discount=true&limit=10 200 in 92ms (next.js: 14ms, application-code: 78ms)
 GET /api/products?category=cmqa7nsbw0004vhlk9nf9csih&limit=50 200 in 85ms (next.js: 14ms, application-code: 71ms)
 GET /api/categories 200 in 34ms (next.js: 16ms, application-code: 18ms)
 GET /api/banners 200 in 32ms (next.js: 20ms, application-code: 12ms)
 GET /api/categories 200 in 60ms (next.js: 36ms, application-code: 24ms)
 GET /api/products?limit=50 200 in 130ms (next.js: 14ms, application-code: 116ms)
 GET /api/products/jewel-99-1781403890453 200 in 117ms (next.js: 28ms, application-code: 89ms)
 GET /api/products?featured=true&limit=10 200 in 98ms (next.js: 23ms, application-code: 75ms)
 GET /api/categories 200 in 53ms (next.js: 27ms, application-code: 26ms)
